video_id,source_file,row_index,start_frame,end_frame,class_raw,duration_inclusive,bad_reasons,is_bad
V1,V1.xlsx,58,3880.0,3886.0,Jab,7.0,,False
V1,V1.xlsx,59,3887.0,3897.0,Cross,11.0,,False
V1,V1.xlsx,60,3899.0,3910.0,Jab,12.0,,False
V1,V1.xlsx,61,3911.0,3917.0,Jab,7.0,,False
V1,V1.xlsx,62,3918.0,3927.0,Cross,10.0,,False
V1,V1.xlsx,63,3930.0,3940.0,Jab,11.0,,False
V1,V1.xlsx,64,3941.0,3946.0,Jab,6.0,,False
V1,V1.xlsx,65,3947.0,3956.0,Cross,10.0,,False
V1,V1.xlsx,66,3959.0,3969.0,Jab,11.0,,False
V1,V1.xlsx,67,3970.0,3975.0,Jab,6.0,,False
V1,V1.xlsx,68,3976.0,3986.0,Cross,11.0,,False
V1,V1.xlsx,69,3989.0,3998.0,Jab,10.0,,False
V1,V1.xlsx,70,3999.0,4005.0,Jab,7.0,,False
V1,V1.xlsx,71,4006.0,4015.0,Cross,10.0,,False
V1,V1.xlsx,72,4018.0,4029.0,Jab,12.0,,False
V1,V1.xlsx,73,4030.0,4035.0,Jab,6.0,,False
V1,V1.xlsx,74,4036.0,4048.0,Cross,13.0,,False
V1,V1.xlsx,75,4049.0,4058.0,Jab,10.0,,False
V1,V1.xlsx,76,4059.0,4064.0,Jab,6.0,,False
V1,V1.xlsx,77,4065.0,4078.0,Cross,14.0,,False
V1,V1.xlsx,78,4079.0,4089.0,Jab,11.0,,False
V1,V1.xlsx,79,4090.0,4095.0,Jab,6.0,,False
V1,V1.xlsx,80,4096.0,4106.0,Cross,11.0,,False
V1,V1.xlsx,81,4107.0,4117.0,Jab,11.0,,False
V1,V1.xlsx,82,4118.0,4124.0,Jab,7.0,,False
V1,V1.xlsx,83,4125.0,4135.0,Cross,11.0,,False
V1,V1.xlsx,84,4138.0,4146.0,Jab,9.0,,False
V1,V1.xlsx,85,4147.0,4152.0,Jab,6.0,,False
V1,V1.xlsx,86,4153.0,4165.0,Cross,13.0,,False
V1,V1.xlsx,87,4167.0,4177.0,Jab,11.0,,False
V1,V1.xlsx,88,4178.0,4184.0,Jab,7.0,,False
V1,V1.xlsx,89,4185.0,4196.0,Cross,12.0,,False
V1,V1.xlsx,90,4198.0,4208.0,Jab,11.0,,False
V1,V1.xlsx,91,4209.0,4215.0,Jab,7.0,,False
V1,V1.xlsx,92,4216.0,4228.0,Cross,13.0,,False
V1,V1.xlsx,93,4229.0,4239.0,Jab,11.0,,False
V1,V1.xlsx,94,4240.0,4245.0,Jab,6.0,,False
V1,V1.xlsx,95,4246.0,4259.0,Cross,14.0,,False
V1,V1.xlsx,96,4260.0,4269.0,Jab,10.0,,False
V1,V1.xlsx,97,4270.0,4276.0,Jab,7.0,,False
V1,V1.xlsx,98,4277.0,4288.0,Cross,12.0,,False
V1,V1.xlsx,99,4289.0,4299.0,Jab,11.0,,False
V1,V1.xlsx,100,4300.0,4306.0,Jab,7.0,,False
V1,V1.xlsx,101,4307.0,4317.0,Cross,11.0,,False
V1,V1.xlsx,102,4319.0,4328.0,Jab,10.0,,False
V1,V1.xlsx,103,4329.0,4335.0,Jab,7.0,,False
V1,V1.xlsx,104,4336.0,4348.0,Cross,13.0,,False
V1,V1.xlsx,105,4349.0,4358.0,Jab,10.0,,False
V1,V1.xlsx,106,4359.0,4365.0,Jab,7.0,,False
V1,V1.xlsx,107,4367.0,4376.0,Cross,10.0,,False
V1,V1.xlsx,108,4378.0,4388.0,Jab,11.0,,False
V1,V1.xlsx,109,4389.0,4395.0,Jab,7.0,,False
V1,V1.xlsx,110,4396.0,4408.0,Cross,13.0,,False
V1,V1.xlsx,111,4409.0,4418.0,Jab,10.0,,False
V1,V1.xlsx,112,4419.0,4425.0,Jab,7.0,,False
V1,V1.xlsx,113,4426.0,4436.0,Cross,11.0,,False
V1,V1.xlsx,114,4438.0,4448.0,Jab,11.0,,False
V1,V1.xlsx,115,4449.0,4456.0,Jab,8.0,,False
V1,V1.xlsx,116,4457.0,4468.0,Cross,12.0,,False
V1,V1.xlsx,117,4470.0,4480.0,Jab,11.0,,False
V1,V1.xlsx,118,4481.0,4487.0,Jab,7.0,,False
V1,V1.xlsx,119,4488.0,4497.0,Cross,10.0,,False
V1,V1.xlsx,120,4500.0,4509.0,Jab,10.0,,False
V1,V1.xlsx,121,4510.0,4517.0,Jab,8.0,,False
V1,V1.xlsx,122,4518.0,4527.0,Cross,10.0,,False
V1,V1.xlsx,123,4530.0,4540.0,Jab,11.0,,False
V1,V1.xlsx,124,4541.0,4546.0,Jab,6.0,,False
V1,V1.xlsx,125,4547.0,4557.0,Cross,11.0,,False
V1,V1.xlsx,126,4560.0,4569.0,Jab,10.0,,False
V1,V1.xlsx,127,4570.0,4575.0,Jab,6.0,,False
V1,V1.xlsx,128,4576.0,4587.0,Cross,12.0,,False
V1,V1.xlsx,129,4589.0,4598.0,Jab,10.0,,False
V1,V1.xlsx,130,4599.0,4605.0,Jab,7.0,,False
V1,V1.xlsx,131,4606.0,4616.0,Cross,11.0,,False
V1,V1.xlsx,132,4619.0,4629.0,Jab,11.0,,False
V1,V1.xlsx,133,4630.0,4635.0,Jab,6.0,,False
V1,V1.xlsx,134,4636.0,4648.0,Cross,13.0,,False
V1,V1.xlsx,135,4649.0,4658.0,Jab,10.0,,False
V1,V1.xlsx,136,4659.0,4666.0,Jab,8.0,,False
V1,V1.xlsx,137,4667.0,4676.0,Cross,10.0,,False
V1,V1.xlsx,138,4679.0,4689.0,Jab,11.0,,False
V1,V1.xlsx,139,4690.0,4696.0,Jab,7.0,,False
V1,V1.xlsx,140,4697.0,4706.0,Cross,10.0,,False
V1,V1.xlsx,141,4806.0,4821.0,Jab,16.0,,False
V1,V1.xlsx,142,4837.0,4855.0,Cross,19.0,,False
V1,V1.xlsx,143,4872.0,4887.0,Jab,16.0,,False
V1,V1.xlsx,144,4905.0,4921.0,Cross,17.0,,False
V1,V1.xlsx,145,4937.0,4951.0,Jab,15.0,,False
V1,V1.xlsx,146,4968.0,4986.0,Cross,19.0,,False
V1,V1.xlsx,147,5001.0,5014.0,Jab,14.0,,False
V1,V1.xlsx,148,5033.0,5050.0,Cross,18.0,,False
V1,V1.xlsx,149,5067.0,5079.0,Jab,13.0,,False
V1,V1.xlsx,150,5094.0,5117.0,Cross,24.0,,False
V1,V1.xlsx,151,5122.0,5132.0,Jab,11.0,,False
V1,V1.xlsx,152,5163.0,5184.0,Cross,22.0,,False
V1,V1.xlsx,153,5199.0,5212.0,Jab,14.0,,False
V1,V1.xlsx,154,5228.0,5251.0,Cross,24.0,,False
V1,V1.xlsx,155,5263.0,5276.0,Jab,14.0,,False
V1,V1.xlsx,156,5295.0,5317.0,Cross,23.0,,False
V1,V1.xlsx,157,5332.0,5342.0,Jab,11.0,,False
V1,V1.xlsx,158,5362.0,5379.0,Cross,18.0,,False
V1,V1.xlsx,159,5395.0,5408.0,Jab,14.0,,False
V1,V1.xlsx,160,5427.0,5445.0,Cross,19.0,,False
V1,V1.xlsx,161,5487.0,5497.0,Jab,11.0,,False
V1,V1.xlsx,162,5498.0,5503.0,Jab,6.0,,False
V1,V1.xlsx,163,5504.0,5516.0,Cross,13.0,,False
V1,V1.xlsx,164,5517.0,5527.0,Jab,11.0,,False
V1,V1.xlsx,165,5528.0,5533.0,Jab,6.0,,False
V1,V1.xlsx,166,5534.0,5544.0,Cross,11.0,,False
V1,V1.xlsx,167,5547.0,5557.0,Jab,11.0,,False
V1,V1.xlsx,168,5558.0,5562.0,Jab,5.0,,False
V1,V1.xlsx,169,5563.0,5575.0,Cross,13.0,,False
V1,V1.xlsx,170,5578.0,5588.0,Jab,11.0,,False
V1,V1.xlsx,171,5589.0,5594.0,Jab,6.0,,False
V1,V1.xlsx,172,5595.0,5605.0,Cross,11.0,,False
V1,V1.xlsx,173,5607.0,5618.0,Jab,12.0,,False
V1,V1.xlsx,174,5619.0,5625.0,Jab,7.0,,False
V1,V1.xlsx,175,5626.0,5639.0,Cross,14.0,,False
V1,V1.xlsx,176,5640.0,5650.0,Jab,11.0,,False
V1,V1.xlsx,177,5651.0,5656.0,Jab,6.0,,False
V1,V1.xlsx,178,5657.0,5670.0,Cross,14.0,,False
V1,V1.xlsx,179,5671.0,5681.0,Jab,11.0,,False
V1,V1.xlsx,180,5682.0,5686.0,Jab,5.0,,False
V1,V1.xlsx,181,5687.0,5699.0,Cross,13.0,,False
V1,V1.xlsx,182,5700.0,5710.0,Jab,11.0,,False
V1,V1.xlsx,183,5711.0,5716.0,Jab,6.0,,False
V1,V1.xlsx,184,5717.0,5727.0,Cross,11.0,,False
V1,V1.xlsx,185,5730.0,5741.0,Jab,12.0,,False
V1,V1.xlsx,186,5742.0,5747.0,Jab,6.0,,False
V1,V1.xlsx,187,5748.0,5760.0,Cross,13.0,,False
V1,V1.xlsx,188,5762.0,5771.0,Jab,10.0,,False
V1,V1.xlsx,189,5772.0,5778.0,Jab,7.0,,False
V1,V1.xlsx,190,5779.0,5791.0,Cross,13.0,,False
V1,V1.xlsx,191,5792.0,5803.0,Jab,12.0,,False
V1,V1.xlsx,192,5804.0,5810.0,Jab,7.0,,False
V1,V1.xlsx,193,5811.0,5824.0,Cross,14.0,,False
V1,V1.xlsx,194,5825.0,5834.0,Jab,10.0,,False
V1,V1.xlsx,195,5835.0,5840.0,Jab,6.0,,False
V1,V1.xlsx,196,5841.0,5854.0,Cross,14.0,,False
V1,V1.xlsx,197,5855.0,5865.0,Jab,11.0,,False
V1,V1.xlsx,198,5866.0,5871.0,Jab,6.0,,False
V1,V1.xlsx,199,5872.0,5883.0,Cross,12.0,,False
V1,V1.xlsx,200,5885.0,5895.0,Jab,11.0,,False
V1,V1.xlsx,201,5914.0,5924.0,Jab,11.0,,False
V1,V1.xlsx,202,5925.0,5935.0,Jab,11.0,,False
V1,V1.xlsx,203,5936.0,5944.0,Cross,9.0,,False
V1,V1.xlsx,204,5945.0,5955.0,Jab,11.0,,False
V1,V1.xlsx,205,5956.0,5961.0,Jab,6.0,,False
V1,V1.xlsx,206,5962.0,5973.0,Cross,12.0,,False
V1,V1.xlsx,207,5974.0,5986.0,Jab,13.0,,False
V1,V1.xlsx,208,5987.0,5992.0,Jab,6.0,,False
V1,V1.xlsx,209,5993.0,6005.0,Cross,13.0,,False
V1,V1.xlsx,210,6006.0,6015.0,Jab,10.0,,False
V1,V1.xlsx,211,6016.0,6021.0,Jab,6.0,,False
V1,V1.xlsx,212,6022.0,6033.0,Cross,12.0,,False
V1,V1.xlsx,213,6036.0,6046.0,Jab,11.0,,False
V1,V1.xlsx,214,6047.0,6053.0,Jab,7.0,,False
V1,V1.xlsx,215,6054.0,6066.0,Cross,13.0,,False
V1,V1.xlsx,216,6067.0,6077.0,Jab,11.0,,False
V1,V1.xlsx,217,6078.0,6083.0,Jab,6.0,,False
V1,V1.xlsx,218,6084.0,6095.0,Cross,12.0,,False
V1,V1.xlsx,219,6097.0,6106.0,Jab,10.0,,False
V1,V1.xlsx,220,6107.0,6112.0,Jab,6.0,,False
V1,V1.xlsx,221,6113.0,6125.0,Cross,13.0,,False
V1,V1.xlsx,222,6127.0,6136.0,Jab,10.0,,False
V1,V1.xlsx,223,6137.0,6142.0,Jab,6.0,,False
V1,V1.xlsx,224,6143.0,6157.0,Cross,15.0,,False
V1,V1.xlsx,225,6158.0,6166.0,Jab,9.0,,False
V1,V1.xlsx,226,6167.0,6173.0,Jab,7.0,,False
V1,V1.xlsx,227,6174.0,6186.0,Cross,13.0,,False
V1,V1.xlsx,228,6189.0,6198.0,Jab,10.0,,False
V1,V1.xlsx,229,6199.0,6205.0,Jab,7.0,,False
V1,V1.xlsx,230,6206.0,6218.0,Cross,13.0,,False
V1,V1.xlsx,231,6220.0,6229.0,Jab,10.0,,False
V1,V1.xlsx,232,6230.0,6235.0,Jab,6.0,,False
V1,V1.xlsx,233,6236.0,6248.0,Cross,13.0,,False
V1,V1.xlsx,234,6250.0,6260.0,Jab,11.0,,False
V1,V1.xlsx,235,6261.0,6265.0,Jab,5.0,,False
V1,V1.xlsx,236,6266.0,6279.0,Cross,14.0,,False
V1,V1.xlsx,237,6280.0,6289.0,Jab,10.0,,False
V1,V1.xlsx,238,6290.0,6295.0,Jab,6.0,,False
V1,V1.xlsx,239,6296.0,6309.0,Cross,14.0,,False
V1,V1.xlsx,240,6310.0,6319.0,Jab,10.0,,False
V1,V1.xlsx,241,6320.0,6325.0,Jab,6.0,,False
V1,V1.xlsx,242,6326.0,6338.0,Cross,13.0,,False
V1,V1.xlsx,243,6339.0,6348.0,Jab,10.0,,False
V1,V1.xlsx,244,6349.0,6354.0,Jab,6.0,,False
V1,V1.xlsx,245,6355.0,6366.0,Cross,12.0,,False
V1,V1.xlsx,246,6369.0,6378.0,Jab,10.0,,False
V1,V1.xlsx,247,6379.0,6385.0,Jab,7.0,,False
V1,V1.xlsx,248,6389.0,6397.0,Cross,9.0,,False
V1,V1.xlsx,249,6399.0,6409.0,Jab,11.0,,False
V1,V1.xlsx,250,6410.0,6414.0,Jab,5.0,,False
V1,V1.xlsx,251,6415.0,6428.0,Cross,14.0,,False
V1,V1.xlsx,252,6429.0,6434.0,Jab,6.0,,False
V1,V1.xlsx,253,6435.0,6445.0,Jab,11.0,,False
V1,V1.xlsx,254,6446.0,6458.0,Cross,13.0,,False
V1,V1.xlsx,255,6459.0,6468.0,Jab,10.0,,False
V1,V1.xlsx,256,6469.0,6475.0,Jab,7.0,,False
V1,V1.xlsx,257,6476.0,6487.0,Cross,12.0,,False
V1,V1.xlsx,258,6489.0,6498.0,Jab,10.0,,False
V1,V1.xlsx,259,6499.0,6505.0,Jab,7.0,,False
V1,V1.xlsx,260,6506.0,6516.0,Cross,11.0,,False
V1,V1.xlsx,261,6519.0,6530.0,Jab,12.0,,False
V1,V1.xlsx,262,6531.0,6536.0,Jab,6.0,,False
V1,V1.xlsx,263,6537.0,6548.0,Cross,12.0,,False
V1,V1.xlsx,264,6550.0,6559.0,Jab,10.0,,False
V1,V1.xlsx,265,6560.0,6566.0,Jab,7.0,,False
V1,V1.xlsx,266,6567.0,6578.0,Cross,12.0,,False
V1,V1.xlsx,267,6579.0,6589.0,Jab,11.0,,False
V1,V1.xlsx,268,6590.0,6596.0,Jab,7.0,,False
V1,V1.xlsx,269,6597.0,6608.0,Cross,12.0,,False
V1,V1.xlsx,270,6609.0,6619.0,Jab,11.0,,False
V1,V1.xlsx,271,6620.0,6627.0,Jab,8.0,,False
V1,V1.xlsx,272,6628.0,6638.0,Cross,11.0,,False
V1,V1.xlsx,273,6640.0,6650.0,Jab,11.0,,False
V1,V1.xlsx,274,6651.0,6657.0,Jab,7.0,,False
V1,V1.xlsx,275,6658.0,6668.0,Cross,11.0,,False
V1,V1.xlsx,276,6672.0,6681.0,Jab,10.0,,False
V1,V1.xlsx,277,6682.0,6688.0,Jab,7.0,,False
V1,V1.xlsx,278,6689.0,6698.0,Cross,10.0,,False
V1,V1.xlsx,279,6702.0,6711.0,Jab,10.0,,False
V1,V1.xlsx,280,6712.0,6719.0,Jab,8.0,,False
V1,V1.xlsx,281,6720.0,6728.0,Cross,9.0,,False
V1,V1.xlsx,282,6732.0,6742.0,Jab,11.0,,False
V1,V1.xlsx,283,6743.0,6750.0,Jab,8.0,,False
V1,V1.xlsx,284,6751.0,6760.0,Cross,10.0,,False
V1,V1.xlsx,285,6763.0,6773.0,Jab,11.0,,False
V1,V1.xlsx,286,6774.0,6782.0,Jab,9.0,,False
V1,V1.xlsx,287,6783.0,6790.0,Cross,8.0,,False
V1,V1.xlsx,288,6794.0,6804.0,Jab,11.0,,False
V1,V1.xlsx,289,6805.0,6812.0,Jab,8.0,,False
V1,V1.xlsx,290,6813.0,6821.0,Cross,9.0,,False
V1,V1.xlsx,291,6824.0,6834.0,Jab,11.0,,False
V1,V1.xlsx,292,6835.0,6842.0,Jab,8.0,,False
V1,V1.xlsx,293,6843.0,6851.0,Cross,9.0,,False
V1,V1.xlsx,294,6856.0,6865.0,Jab,10.0,,False
V1,V1.xlsx,295,6866.0,6872.0,Jab,7.0,,False
V1,V1.xlsx,296,6873.0,6881.0,Cross,9.0,,False
V1,V1.xlsx,297,6884.0,6894.0,Jab,11.0,,False
V1,V1.xlsx,298,7005.0,7019.0,Cross,15.0,,False
V1,V1.xlsx,299,7037.0,7052.0,Jab,16.0,,False
V1,V1.xlsx,300,7066.0,7081.0,Cross,16.0,,False
V1,V1.xlsx,301,7099.0,7112.0,Jab,14.0,,False
V1,V1.xlsx,302,7128.0,7142.0,Cross,15.0,,False
V1,V1.xlsx,303,7160.0,7175.0,Jab,16.0,,False
V1,V1.xlsx,304,7190.0,7205.0,Cross,16.0,,False
V1,V1.xlsx,305,7222.0,7237.0,Jab,16.0,,False
V1,V1.xlsx,306,7257.0,7271.0,Cross,15.0,,False
V1,V1.xlsx,307,7287.0,7300.0,Jab,14.0,,False
V1,V1.xlsx,308,7321.0,7336.0,Cross,16.0,,False
V1,V1.xlsx,309,7353.0,7366.0,Jab,14.0,,False
V1,V1.xlsx,310,7385.0,7401.0,Cross,17.0,,False
V1,V1.xlsx,311,7418.0,7435.0,Jab,18.0,,False
V1,V1.xlsx,312,7452.0,7467.0,Cross,16.0,,False
V1,V1.xlsx,313,7485.0,7498.0,Jab,14.0,,False
V1,V1.xlsx,314,7550.0,7561.0,Jab,12.0,,False
V1,V1.xlsx,315,7582.0,7598.0,Cross,17.0,,False
V1,V1.xlsx,316,7616.0,7628.0,Jab,13.0,,False
V1,V1.xlsx,317,7659.0,7670.0,Jab,12.0,,False
V1,V1.xlsx,318,7671.0,7676.0,Jab,6.0,,False
V1,V1.xlsx,319,7677.0,7689.0,Cross,13.0,,False
V1,V1.xlsx,320,7692.0,7701.0,Jab,10.0,,False
V1,V1.xlsx,321,7702.0,7706.0,Jab,5.0,,False
V1,V1.xlsx,322,7707.0,7718.0,Cross,12.0,,False
V1,V1.xlsx,323,7721.0,7730.0,Jab,10.0,,False
V1,V1.xlsx,324,7731.0,7737.0,Jab,7.0,,False
V1,V1.xlsx,325,7738.0,7748.0,Cross,11.0,,False
V1,V1.xlsx,326,7753.0,7761.0,Jab,9.0,,False
V1,V1.xlsx,327,7762.0,7768.0,Jab,7.0,,False
V1,V1.xlsx,328,7769.0,7780.0,Cross,12.0,,False
V1,V1.xlsx,329,7782.0,7789.0,Jab,8.0,,False
V1,V1.xlsx,330,7790.0,7797.0,Jab,8.0,,False
V1,V1.xlsx,331,7798.0,7811.0,Cross,14.0,,False
V1,V1.xlsx,332,7813.0,7821.0,Jab,9.0,,False
V1,V1.xlsx,333,7822.0,7827.0,Jab,6.0,,False
V1,V1.xlsx,334,7828.0,7840.0,Cross,13.0,,False
V1,V1.xlsx,335,7841.0,7849.0,Jab,9.0,,False
V1,V1.xlsx,336,7850.0,7856.0,Jab,7.0,,False
V1,V1.xlsx,337,7857.0,7869.0,Cross,13.0,,False
V1,V1.xlsx,338,7870.0,7880.0,Jab,11.0,,False
V1,V1.xlsx,339,7881.0,7887.0,Jab,7.0,,False
V1,V1.xlsx,340,7888.0,7899.0,Cross,12.0,,False
V1,V1.xlsx,341,7901.0,7910.0,Jab,10.0,,False
V1,V1.xlsx,342,7911.0,7917.0,Jab,7.0,,False
V1,V1.xlsx,343,7918.0,7930.0,Cross,13.0,,False
V1,V1.xlsx,344,7933.0,7942.0,Jab,10.0,,False
V1,V1.xlsx,345,7943.0,7949.0,Jab,7.0,,False
V1,V1.xlsx,346,7950.0,7960.0,Cross,11.0,,False
V1,V1.xlsx,347,7961.0,7970.0,Jab,10.0,,False
V1,V1.xlsx,348,7971.0,7978.0,Jab,8.0,,False
V1,V1.xlsx,349,7979.0,7990.0,Cross,12.0,,False
V1,V1.xlsx,350,7992.0,8001.0,Jab,10.0,,False
V1,V1.xlsx,351,8002.0,8008.0,Jab,7.0,,False
V1,V1.xlsx,352,8009.0,8021.0,Cross,13.0,,False
V1,V1.xlsx,353,8023.0,8031.0,Jab,9.0,,False
V1,V1.xlsx,354,8032.0,8038.0,Jab,7.0,,False
V1,V1.xlsx,355,8039.0,8050.0,Cross,12.0,,False
V1,V1.xlsx,356,8054.0,8063.0,Jab,10.0,,False
V1,V1.xlsx,357,8064.0,8070.0,Jab,7.0,,False
V1,V1.xlsx,358,8071.0,8080.0,Cross,10.0,,False
V1,V1.xlsx,359,8084.0,8093.0,Jab,10.0,,False
V1,V1.xlsx,360,8094.0,8099.0,Jab,6.0,,False
V1,V1.xlsx,361,8100.0,8114.0,Cross,15.0,,False
V1,V1.xlsx,362,8115.0,8123.0,Jab,9.0,,False
V1,V1.xlsx,363,8124.0,8130.0,Jab,7.0,,False
V1,V1.xlsx,364,8131.0,8141.0,Cross,11.0,,False
V1,V1.xlsx,365,8143.0,8153.0,Jab,11.0,,False
V1,V1.xlsx,366,8154.0,8160.0,Jab,7.0,,False
V1,V1.xlsx,367,8161.0,8173.0,Cross,13.0,,False
V1,V1.xlsx,368,8175.0,8185.0,Jab,11.0,,False
V1,V1.xlsx,369,8186.0,8191.0,Jab,6.0,,False
V1,V1.xlsx,370,8192.0,8203.0,Cross,12.0,,False
V1,V1.xlsx,371,8206.0,8215.0,Jab,10.0,,False
V1,V1.xlsx,372,8216.0,8222.0,Jab,7.0,,False
V1,V1.xlsx,373,8223.0,8234.0,Cross,12.0,,False
V1,V1.xlsx,374,8239.0,8248.0,Jab,10.0,,False
V1,V1.xlsx,375,8249.0,8255.0,Jab,7.0,,False
V1,V1.xlsx,376,8256.0,8265.0,Cross,10.0,,False
V1,V1.xlsx,377,8271.0,8280.0,Jab,10.0,,False
V1,V1.xlsx,378,8281.0,8287.0,Jab,7.0,,False
V1,V1.xlsx,379,8288.0,8298.0,Cross,11.0,,False
V1,V1.xlsx,380,8302.0,8311.0,Jab,10.0,,False
V1,V1.xlsx,381,8312.0,8318.0,Jab,7.0,,False
V1,V1.xlsx,382,8319.0,8328.0,Cross,10.0,,False
V1,V1.xlsx,383,8333.0,8342.0,Jab,10.0,,False
V1,V1.xlsx,384,8343.0,8348.0,Jab,6.0,,False
V1,V1.xlsx,385,8349.0,8358.0,Cross,10.0,,False
V1,V1.xlsx,386,8363.0,8372.0,Jab,10.0,,False
V1,V1.xlsx,387,8373.0,8379.0,Jab,7.0,,False
V1,V1.xlsx,388,8380.0,8389.0,Cross,10.0,,False
V1,V1.xlsx,389,8395.0,8404.0,Jab,10.0,,False
V1,V1.xlsx,390,8405.0,8412.0,Jab,8.0,,False
V1,V1.xlsx,391,8413.0,8425.0,Cross,13.0,,False
V1,V1.xlsx,392,8428.0,8437.0,Jab,10.0,,False
V1,V1.xlsx,393,8438.0,8444.0,Jab,7.0,,False
V1,V1.xlsx,394,8445.0,8454.0,Cross,10.0,,False
V1,V1.xlsx,395,8459.0,8468.0,Jab,10.0,,False
V1,V1.xlsx,396,8469.0,8475.0,Jab,7.0,,False
V1,V1.xlsx,397,8476.0,8486.0,Cross,11.0,,False
V1,V1.xlsx,398,8490.0,8500.0,Jab,11.0,,False
V1,V1.xlsx,399,8501.0,8506.0,Jab,6.0,,False
V1,V1.xlsx,400,8507.0,8516.0,Cross,10.0,,False
V1,V1.xlsx,401,8520.0,8530.0,Jab,11.0,,False
V1,V1.xlsx,402,8531.0,8537.0,Jab,7.0,,False
V1,V1.xlsx,403,8538.0,8546.0,Cross,9.0,,False
V1,V1.xlsx,404,8551.0,8560.0,Jab,10.0,,False
V1,V1.xlsx,405,8561.0,8568.0,Jab,8.0,,False
V1,V1.xlsx,406,8569.0,8577.0,Cross,9.0,,False
V1,V1.xlsx,407,8581.0,8592.0,Jab,12.0,,False
V1,V1.xlsx,408,8593.0,8600.0,Jab,8.0,,False
