pose_path,label,video_id,center_frame,clip_length,punch_type,split
data/processed/poses/V1.mp4/none_V1_002803_v000051.npy,3,V1.mp4,2803,11,none,train
data/processed/poses/V1.mp4/none_V1_002804_v000052.npy,3,V1.mp4,2804,11,none,train
data/processed/poses/V1.mp4/none_V1_002806_v000053.npy,3,V1.mp4,2806,11,none,train
data/processed/poses/V1.mp4/none_V1_002808_v000054.npy,3,V1.mp4,2808,11,none,train
data/processed/poses/V1.mp4/none_V1_002809_v000055.npy,3,V1.mp4,2809,11,none,train
data/processed/poses/V1.mp4/none_V1_002812_v000056.npy,3,V1.mp4,2812,11,none,train
data/processed/poses/V1.mp4/none_V1_002813_v000057.npy,3,V1.mp4,2813,11,none,train
data/processed/poses/V1.mp4/none_V1_002814_v000058.npy,3,V1.mp4,2814,11,none,train
data/processed/poses/V1.mp4/none_V1_002815_v000059.npy,3,V1.mp4,2815,11,none,train
data/processed/poses/V1.mp4/none_V1_002817_v000060.npy,3,V1.mp4,2817,11,none,train
data/processed/poses/V1.mp4/none_V1_002819_v000061.npy,3,V1.mp4,2819,11,none,train
data/processed/poses/V1.mp4/none_V1_002823_v000062.npy,3,V1.mp4,2823,11,none,train
data/processed/poses/V1.mp4/none_V1_002827_v000063.npy,3,V1.mp4,2827,11,none,train
data/processed/poses/V1.mp4/none_V1_002830_v000064.npy,3,V1.mp4,2830,11,none,train
data/processed/poses/V1.mp4/none_V1_002840_v000065.npy,3,V1.mp4,2840,11,none,train
data/processed/poses/V1.mp4/none_V1_002841_v000066.npy,3,V1.mp4,2841,11,none,train
data/processed/poses/V1.mp4/none_V1_002845_v000067.npy,3,V1.mp4,2845,11,none,train
data/processed/poses/V1.mp4/none_V1_002850_v000068.npy,3,V1.mp4,2850,11,none,train
data/processed/poses/V1.mp4/none_V1_002851_v000069.npy,3,V1.mp4,2851,11,none,train
data/processed/poses/V1.mp4/none_V1_002852_v000070.npy,3,V1.mp4,2852,11,none,train
data/processed/poses/V1.mp4/none_V1_002853_v000071.npy,3,V1.mp4,2853,11,none,train
data/processed/poses/V1.mp4/none_V1_002854_v000072.npy,3,V1.mp4,2854,11,none,train
data/processed/poses/V1.mp4/none_V1_002858_v000073.npy,3,V1.mp4,2858,11,none,train
data/processed/poses/V1.mp4/none_V1_002860_v000074.npy,3,V1.mp4,2860,11,none,train
data/processed/poses/V1.mp4/none_V1_002864_v000075.npy,3,V1.mp4,2864,11,none,train
data/processed/poses/V1.mp4/none_V1_002867_v000076.npy,3,V1.mp4,2867,11,none,train
data/processed/poses/V1.mp4/none_V1_002869_v000077.npy,3,V1.mp4,2869,11,none,train
data/processed/poses/V1.mp4/none_V1_002871_v000078.npy,3,V1.mp4,2871,11,none,train
data/processed/poses/V1.mp4/none_V1_002877_v000079.npy,3,V1.mp4,2877,11,none,train
data/processed/poses/V1.mp4/none_V1_002880_v000080.npy,3,V1.mp4,2880,11,none,train
data/processed/poses/V1.mp4/none_V1_002881_v000081.npy,3,V1.mp4,2881,11,none,train
data/processed/poses/V1.mp4/none_V1_002885_v000082.npy,3,V1.mp4,2885,11,none,train
data/processed/poses/V1.mp4/none_V1_002892_v000083.npy,3,V1.mp4,2892,11,none,train
data/processed/poses/V1.mp4/none_V1_002893_v000084.npy,3,V1.mp4,2893,11,none,train
data/processed/poses/V1.mp4/none_V1_002895_v000085.npy,3,V1.mp4,2895,11,none,train
data/processed/poses/V1.mp4/none_V1_002896_v000086.npy,3,V1.mp4,2896,11,none,train
data/processed/poses/V1.mp4/none_V1_002897_v000087.npy,3,V1.mp4,2897,11,none,train
data/processed/poses/V1.mp4/none_V1_002899_v000088.npy,3,V1.mp4,2899,11,none,train
data/processed/poses/V1.mp4/hook_V1_003522_v000089.npy,1,V1.mp4,3522,11,hook,train
data/processed/poses/V1.mp4/straight_V1_003534_v000090.npy,0,V1.mp4,3534,11,straight,train
data/processed/poses/V1.mp4/straight_V1_003542_v000091.npy,0,V1.mp4,3542,11,straight,train
data/processed/poses/V1.mp4/straight_V1_003576_v000092.npy,0,V1.mp4,3576,11,straight,train
data/processed/poses/V1.mp4/hook_V1_003611_v000093.npy,1,V1.mp4,3611,11,hook,train
data/processed/poses/V1.mp4/straight_V1_003631_v000094.npy,0,V1.mp4,3631,11,straight,train
data/processed/poses/V1.mp4/hook_V1_003642_v000095.npy,1,V1.mp4,3642,11,hook,train
data/processed/poses/V1.mp4/hook_V1_003703_v000096.npy,1,V1.mp4,3703,11,hook,train
data/processed/poses/V1.mp4/hook_V1_003735_v000097.npy,1,V1.mp4,3735,11,hook,train
data/processed/poses/V1.mp4/straight_V1_003747_v000098.npy,0,V1.mp4,3747,11,straight,train
data/processed/poses/V1.mp4/straight_V1_003761_v000099.npy,0,V1.mp4,3761,11,straight,train
data/processed/poses/V1.mp4/hook_V1_003830_v000100.npy,1,V1.mp4,3830,11,hook,train
data/processed/poses/V1.mp4/hook_V1_003957_v000101.npy,1,V1.mp4,3957,11,hook,train
data/processed/poses/V1.mp4/straight_V1_003969_v000102.npy,0,V1.mp4,3969,11,straight,train
data/processed/poses/V1.mp4/hook_V1_004021_v000103.npy,1,V1.mp4,4021,11,hook,train
data/processed/poses/V1.mp4/hook_V1_004050_v000104.npy,1,V1.mp4,4050,11,hook,train
data/processed/poses/V1.mp4/hook_V1_004083_v000105.npy,1,V1.mp4,4083,11,hook,train
data/processed/poses/V1.mp4/hook_V1_004115_v000106.npy,1,V1.mp4,4115,11,hook,train
data/processed/poses/V1.mp4/straight_V1_004127_v000107.npy,0,V1.mp4,4127,11,straight,train
data/processed/poses/V1.mp4/hook_V1_004179_v000108.npy,1,V1.mp4,4179,11,hook,train
data/processed/poses/V1.mp4/hook_V1_004243_v000109.npy,1,V1.mp4,4243,11,hook,train
data/processed/poses/V1.mp4/straight_V1_004266_v000110.npy,0,V1.mp4,4266,11,straight,train
data/processed/poses/V1.mp4/straight_V1_004506_v000111.npy,0,V1.mp4,4506,11,straight,train
data/processed/poses/V1.mp4/hook_V1_004513_v000112.npy,1,V1.mp4,4513,11,hook,train
data/processed/poses/V1.mp4/hook_V1_004582_v000113.npy,1,V1.mp4,4582,11,hook,train
data/processed/poses/V1.mp4/hook_V1_004617_v000114.npy,1,V1.mp4,4617,11,hook,train
data/processed/poses/V1.mp4/straight_V1_004633_v000115.npy,0,V1.mp4,4633,11,straight,train
data/processed/poses/V1.mp4/straight_V1_004746_v000116.npy,0,V1.mp4,4746,11,straight,train
data/processed/poses/V1.mp4/straight_V1_004769_v000117.npy,0,V1.mp4,4769,11,straight,train
data/processed/poses/V1.mp4/straight_V1_004786_v000118.npy,0,V1.mp4,4786,11,straight,train
data/processed/poses/V1.mp4/hook_V1_004790_v000119.npy,1,V1.mp4,4790,11,hook,train
data/processed/poses/V1.mp4/straight_V1_004804_v000120.npy,0,V1.mp4,4804,11,straight,train
data/processed/poses/V1.mp4/hook_V1_004824_v000121.npy,1,V1.mp4,4824,11,hook,train
data/processed/poses/V1.mp4/hook_V1_004861_v000122.npy,1,V1.mp4,4861,11,hook,train
data/processed/poses/V1.mp4/straight_V1_004886_v000123.npy,0,V1.mp4,4886,11,straight,train
data/processed/poses/V1.mp4/hook_V1_004896_v000124.npy,1,V1.mp4,4896,11,hook,train
data/processed/poses/V1.mp4/hook_V1_006056_v000125.npy,1,V1.mp4,6056,11,hook,train
data/processed/poses/V1.mp4/hook_V1_006085_v000126.npy,1,V1.mp4,6085,11,hook,train
data/processed/poses/V1.mp4/hook_V1_006113_v000127.npy,1,V1.mp4,6113,11,hook,train
data/processed/poses/V1.mp4/hook_V1_006243_v000128.npy,1,V1.mp4,6243,11,hook,train
data/processed/poses/V1.mp4/straight_V1_006255_v000129.npy,0,V1.mp4,6255,11,straight,train
data/processed/poses/V1.mp4/straight_V1_006289_v000130.npy,0,V1.mp4,6289,11,straight,train
data/processed/poses/V1.mp4/hook_V1_006298_v000131.npy,1,V1.mp4,6298,11,hook,train
data/processed/poses/V1.mp4/hook_V1_006325_v000132.npy,1,V1.mp4,6325,11,hook,train
data/processed/poses/V1.mp4/straight_V1_006372_v000133.npy,0,V1.mp4,6372,11,straight,train
data/processed/poses/V1.mp4/straight_V1_006459_v000134.npy,0,V1.mp4,6459,11,straight,train
data/processed/poses/V1.mp4/straight_V1_006510_v000135.npy,0,V1.mp4,6510,11,straight,train
data/processed/poses/V1.mp4/hook_V1_006548_v000136.npy,1,V1.mp4,6548,11,hook,train
data/processed/poses/V1.mp4/straight_V1_006560_v000137.npy,0,V1.mp4,6560,11,straight,train
data/processed/poses/V1.mp4/hook_V1_006577_v000138.npy,1,V1.mp4,6577,11,hook,train
data/processed/poses/V1.mp4/straight_V1_006616_v000139.npy,0,V1.mp4,6616,11,straight,train
data/processed/poses/V1.mp4/straight_V1_006656_v000140.npy,0,V1.mp4,6656,11,straight,train
data/processed/poses/V1.mp4/straight_V1_006741_v000141.npy,0,V1.mp4,6741,11,straight,train
data/processed/poses/V1.mp4/hook_V1_006830_v000142.npy,1,V1.mp4,6830,11,hook,train
data/processed/poses/V1.mp4/straight_V1_006848_v000143.npy,0,V1.mp4,6848,11,straight,train
data/processed/poses/V1.mp4/hook_V1_006915_v000144.npy,1,V1.mp4,6915,11,hook,train
data/processed/poses/V1.mp4/hook_V1_006944_v000145.npy,1,V1.mp4,6944,11,hook,train
data/processed/poses/V1.mp4/straight_V1_007076_v000146.npy,0,V1.mp4,7076,11,straight,train
data/processed/poses/V1.mp4/straight_V1_007148_v000147.npy,0,V1.mp4,7148,11,straight,train
data/processed/poses/V1.mp4/straight_V1_007211_v000148.npy,0,V1.mp4,7211,11,straight,train
data/processed/poses/V1.mp4/straight_V1_007254_v000149.npy,0,V1.mp4,7254,11,straight,train
data/processed/poses/V1.mp4/straight_V1_007284_v000150.npy,0,V1.mp4,7284,11,straight,train
data/processed/poses/V1.mp4/straight_V1_007323_v000151.npy,0,V1.mp4,7323,11,straight,train
data/processed/poses/V1.mp4/hook_V1_007518_v000152.npy,1,V1.mp4,7518,11,hook,train
data/processed/poses/V1.mp4/none_V1_007530_v000153.npy,3,V1.mp4,7530,11,none,train
data/processed/poses/V1.mp4/none_V1_007531_v000154.npy,3,V1.mp4,7531,11,none,train
data/processed/poses/V1.mp4/none_V1_007532_v000155.npy,3,V1.mp4,7532,11,none,train
data/processed/poses/V1.mp4/none_V1_007533_v000156.npy,3,V1.mp4,7533,11,none,train
data/processed/poses/V1.mp4/none_V1_007537_v000157.npy,3,V1.mp4,7537,11,none,train
data/processed/poses/V1.mp4/none_V1_007538_v000158.npy,3,V1.mp4,7538,11,none,train
data/processed/poses/V1.mp4/none_V1_007539_v000159.npy,3,V1.mp4,7539,11,none,train
data/processed/poses/V1.mp4/none_V1_007540_v000160.npy,3,V1.mp4,7540,11,none,train
data/processed/poses/V1.mp4/none_V1_007545_v000161.npy,3,V1.mp4,7545,11,none,train
data/processed/poses/V1.mp4/none_V1_007689_v000162.npy,3,V1.mp4,7689,11,none,train
data/processed/poses/V1.mp4/none_V1_007690_v000163.npy,3,V1.mp4,7690,11,none,train
data/processed/poses/V1.mp4/none_V1_007693_v000164.npy,3,V1.mp4,7693,11,none,train
data/processed/poses/V1.mp4/none_V1_007695_v000165.npy,3,V1.mp4,7695,11,none,train
data/processed/poses/V1.mp4/none_V1_007696_v000166.npy,3,V1.mp4,7696,11,none,train
data/processed/poses/V1.mp4/none_V1_007697_v000167.npy,3,V1.mp4,7697,11,none,train
data/processed/poses/V1.mp4/none_V1_007700_v000168.npy,3,V1.mp4,7700,11,none,train
data/processed/poses/V1.mp4/none_V1_007701_v000169.npy,3,V1.mp4,7701,11,none,train
data/processed/poses/V1.mp4/none_V1_007703_v000170.npy,3,V1.mp4,7703,11,none,train
data/processed/poses/V1.mp4/none_V1_007738_v000171.npy,3,V1.mp4,7738,11,none,train
data/processed/poses/V1.mp4/none_V1_007740_v000172.npy,3,V1.mp4,7740,11,none,train
data/processed/poses/V1.mp4/none_V1_007740_v000173.npy,3,V1.mp4,7740,11,none,train
data/processed/poses/V1.mp4/none_V1_007743_v000174.npy,3,V1.mp4,7743,11,none,train
data/processed/poses/V1.mp4/none_V1_007746_v000175.npy,3,V1.mp4,7746,11,none,train
data/processed/poses/V1.mp4/none_V1_007748_v000176.npy,3,V1.mp4,7748,11,none,train
data/processed/poses/V1.mp4/none_V1_007748_v000177.npy,3,V1.mp4,7748,11,none,train
data/processed/poses/V1.mp4/none_V1_007779_v000178.npy,3,V1.mp4,7779,11,none,train
data/processed/poses/V1.mp4/none_V1_007781_v000179.npy,3,V1.mp4,7781,11,none,train
data/processed/poses/V1.mp4/none_V1_007784_v000180.npy,3,V1.mp4,7784,11,none,train
data/processed/poses/V1.mp4/none_V1_007785_v000181.npy,3,V1.mp4,7785,11,none,train
data/processed/poses/V1.mp4/none_V1_008116_v000182.npy,3,V1.mp4,8116,11,none,train
data/processed/poses/V1.mp4/none_V1_008120_v000183.npy,3,V1.mp4,8120,11,none,train
data/processed/poses/V1.mp4/none_V1_008121_v000184.npy,3,V1.mp4,8121,11,none,train
data/processed/poses/V1.mp4/none_V1_008122_v000185.npy,3,V1.mp4,8122,11,none,train
data/processed/poses/V1.mp4/straight_V1_009030_v000186.npy,0,V1.mp4,9030,11,straight,train
data/processed/poses/V1.mp4/straight_V1_009503_v000187.npy,0,V1.mp4,9503,11,straight,train
data/processed/poses/V1.mp4/straight_V1_009541_v000188.npy,0,V1.mp4,9541,11,straight,train
data/processed/poses/V1.mp4/straight_V1_009767_v000189.npy,0,V1.mp4,9767,11,straight,train
data/processed/poses/V1.mp4/straight_V1_009794_v000190.npy,0,V1.mp4,9794,11,straight,train
data/processed/poses/V1.mp4/straight_V1_009964_v000191.npy,0,V1.mp4,9964,11,straight,train
data/processed/poses/V1.mp4/straight_V1_010071_v000192.npy,0,V1.mp4,10071,11,straight,train
data/processed/poses/V1.mp4/straight_V1_010083_v000193.npy,0,V1.mp4,10083,11,straight,train
data/processed/poses/V1.mp4/straight_V1_010109_v000194.npy,0,V1.mp4,10109,11,straight,train
data/processed/poses/V1.mp4/straight_V1_010149_v000195.npy,0,V1.mp4,10149,11,straight,train
data/processed/poses/V1.mp4/straight_V1_010303_v000196.npy,0,V1.mp4,10303,11,straight,train
data/processed/poses/V1.mp4/none_V1_010474_v000197.npy,3,V1.mp4,10474,11,none,train
data/processed/poses/V1.mp4/none_V1_010481_v000198.npy,3,V1.mp4,10481,11,none,train
data/processed/poses/V1.mp4/none_V1_010484_v000199.npy,3,V1.mp4,10484,11,none,train
data/processed/poses/V1.mp4/none_V1_010486_v000200.npy,3,V1.mp4,10486,11,none,train
data/processed/poses/V1.mp4/none_V1_010487_v000201.npy,3,V1.mp4,10487,11,none,train
data/processed/poses/V1.mp4/none_V1_010682_v000202.npy,3,V1.mp4,10682,11,none,train
data/processed/poses/V1.mp4/none_V1_010683_v000203.npy,3,V1.mp4,10683,11,none,train
data/processed/poses/V1.mp4/none_V1_010689_v000204.npy,3,V1.mp4,10689,11,none,train
data/processed/poses/V1.mp4/none_V1_010691_v000205.npy,3,V1.mp4,10691,11,none,train
data/processed/poses/V1.mp4/none_V1_010692_v000206.npy,3,V1.mp4,10692,11,none,train
data/processed/poses/V1.mp4/none_V1_010694_v000207.npy,3,V1.mp4,10694,11,none,train
data/processed/poses/V1.mp4/none_V1_010695_v000208.npy,3,V1.mp4,10695,11,none,train
data/processed/poses/V1.mp4/none_V1_010696_v000209.npy,3,V1.mp4,10696,11,none,train
data/processed/poses/V1.mp4/none_V1_010697_v000210.npy,3,V1.mp4,10697,11,none,train
data/processed/poses/V1.mp4/hook_V1_010718_v000211.npy,1,V1.mp4,10718,11,hook,train
data/processed/poses/V1.mp4/straight_V1_010863_v000212.npy,0,V1.mp4,10863,11,straight,train
data/processed/poses/V1.mp4/hook_V1_010913_v000213.npy,1,V1.mp4,10913,11,hook,train
data/processed/poses/V1.mp4/straight_V1_011009_v000214.npy,0,V1.mp4,11009,11,straight,train
data/processed/poses/V1.mp4/hook_V1_011280_v000215.npy,1,V1.mp4,11280,11,hook,train
data/processed/poses/V1.mp4/hook_V1_011281_v000216.npy,1,V1.mp4,11281,11,hook,train
data/processed/poses/V1.mp4/hook_V1_011282_v000217.npy,1,V1.mp4,11282,11,hook,train
data/processed/poses/V1.mp4/hook_V1_011290_v000218.npy,1,V1.mp4,11290,11,hook,train
data/processed/poses/V1.mp4/hook_V1_011292_v000219.npy,1,V1.mp4,11292,11,hook,train
data/processed/poses/V1.mp4/hook_V1_011294_v000220.npy,1,V1.mp4,11294,11,hook,train
data/processed/poses/V1.mp4/hook_V1_011296_v000221.npy,1,V1.mp4,11296,11,hook,train
data/processed/poses/V1.mp4/hook_V1_011297_v000222.npy,1,V1.mp4,11297,11,hook,train
data/processed/poses/V1.mp4/hook_V1_011301_v000223.npy,1,V1.mp4,11301,11,hook,train
data/processed/poses/V1.mp4/none_V1_011307_v000224.npy,3,V1.mp4,11307,11,none,train
data/processed/poses/V1.mp4/none_V1_011308_v000225.npy,3,V1.mp4,11308,11,none,train
data/processed/poses/V1.mp4/none_V1_011314_v000226.npy,3,V1.mp4,11314,11,none,train
data/processed/poses/V1.mp4/none_V1_011316_v000227.npy,3,V1.mp4,11316,11,none,train
data/processed/poses/V1.mp4/none_V1_011319_v000228.npy,3,V1.mp4,11319,11,none,train
data/processed/poses/V1.mp4/none_V1_011320_v000229.npy,3,V1.mp4,11320,11,none,train
data/processed/poses/V1.mp4/none_V1_011323_v000230.npy,3,V1.mp4,11323,11,none,train
data/processed/poses/V1.mp4/none_V1_011328_v000231.npy,3,V1.mp4,11328,11,none,train
data/processed/poses/V1.mp4/none_V1_011330_v000232.npy,3,V1.mp4,11330,11,none,train
data/processed/poses/V10.mp4/straight_V10_000023_v000233.npy,0,V10.mp4,23,11,straight,val
data/processed/poses/V10.mp4/hook_V10_000042_v000234.npy,1,V10.mp4,42,11,hook,val
data/processed/poses/V10.mp4/straight_V10_000742_v000235.npy,0,V10.mp4,742,11,straight,val
data/processed/poses/V10.mp4/uppercut_V10_000781_v000236.npy,2,V10.mp4,781,11,uppercut,val
data/processed/poses/V10.mp4/uppercut_V10_000883_v000237.npy,2,V10.mp4,883,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_000966_v000238.npy,0,V10.mp4,966,11,straight,val
data/processed/poses/V10.mp4/uppercut_V10_000998_v000239.npy,2,V10.mp4,998,11,uppercut,val
data/processed/poses/V10.mp4/hook_V10_001070_v000240.npy,1,V10.mp4,1070,11,hook,val
data/processed/poses/V10.mp4/uppercut_V10_001089_v000241.npy,2,V10.mp4,1089,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_001143_v000242.npy,0,V10.mp4,1143,11,straight,val
data/processed/poses/V10.mp4/uppercut_V10_001184_v000243.npy,2,V10.mp4,1184,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_001338_v000244.npy,0,V10.mp4,1338,11,straight,val
data/processed/poses/V10.mp4/uppercut_V10_001378_v000245.npy,2,V10.mp4,1378,11,uppercut,val
data/processed/poses/V10.mp4/uppercut_V10_001408_v000246.npy,2,V10.mp4,1408,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_001460_v000247.npy,0,V10.mp4,1460,11,straight,val
data/processed/poses/V10.mp4/uppercut_V10_001504_v000248.npy,2,V10.mp4,1504,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_001568_v000249.npy,0,V10.mp4,1568,11,straight,val
data/processed/poses/V10.mp4/straight_V10_001579_v000250.npy,0,V10.mp4,1579,11,straight,val
data/processed/poses/V10.mp4/uppercut_V10_001623_v000251.npy,2,V10.mp4,1623,11,uppercut,val
data/processed/poses/V10.mp4/uppercut_V10_001691_v000252.npy,2,V10.mp4,1691,11,uppercut,val
data/processed/poses/V10.mp4/uppercut_V10_001716_v000253.npy,2,V10.mp4,1716,11,uppercut,val
data/processed/poses/V10.mp4/hook_V10_001824_v000254.npy,1,V10.mp4,1824,11,hook,val
data/processed/poses/V10.mp4/uppercut_V10_001849_v000255.npy,2,V10.mp4,1849,11,uppercut,val
data/processed/poses/V10.mp4/uppercut_V10_001875_v000256.npy,2,V10.mp4,1875,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_001920_v000257.npy,0,V10.mp4,1920,11,straight,val
data/processed/poses/V10.mp4/straight_V10_001959_v000258.npy,0,V10.mp4,1959,11,straight,val
data/processed/poses/V10.mp4/hook_V10_001973_v000259.npy,1,V10.mp4,1973,11,hook,val
data/processed/poses/V10.mp4/uppercut_V10_001996_v000260.npy,2,V10.mp4,1996,11,uppercut,val
data/processed/poses/V10.mp4/uppercut_V10_002030_v000261.npy,2,V10.mp4,2030,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_002123_v000262.npy,0,V10.mp4,2123,11,straight,val
data/processed/poses/V10.mp4/hook_V10_002139_v000263.npy,1,V10.mp4,2139,11,hook,val
data/processed/poses/V10.mp4/uppercut_V10_002161_v000264.npy,2,V10.mp4,2161,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_002249_v000265.npy,0,V10.mp4,2249,11,straight,val
data/processed/poses/V10.mp4/straight_V10_002279_v000266.npy,0,V10.mp4,2279,11,straight,val
data/processed/poses/V10.mp4/hook_V10_002300_v000267.npy,1,V10.mp4,2300,11,hook,val
data/processed/poses/V10.mp4/uppercut_V10_002322_v000268.npy,2,V10.mp4,2322,11,uppercut,val
data/processed/poses/V10.mp4/uppercut_V10_002467_v000269.npy,2,V10.mp4,2467,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_002494_v000270.npy,0,V10.mp4,2494,11,straight,val
data/processed/poses/V10.mp4/straight_V10_002563_v000271.npy,0,V10.mp4,2563,11,straight,val
data/processed/poses/V10.mp4/uppercut_V10_002598_v000272.npy,2,V10.mp4,2598,11,uppercut,val
data/processed/poses/V10.mp4/hook_V10_002696_v000273.npy,1,V10.mp4,2696,11,hook,val
data/processed/poses/V10.mp4/uppercut_V10_002718_v000274.npy,2,V10.mp4,2718,11,uppercut,val
data/processed/poses/V10.mp4/uppercut_V10_002751_v000275.npy,2,V10.mp4,2751,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_002801_v000276.npy,0,V10.mp4,2801,11,straight,val
data/processed/poses/V10.mp4/straight_V10_002819_v000277.npy,0,V10.mp4,2819,11,straight,val
data/processed/poses/V10.mp4/hook_V10_002839_v000278.npy,1,V10.mp4,2839,11,hook,val
data/processed/poses/V10.mp4/uppercut_V10_002860_v000279.npy,2,V10.mp4,2860,11,uppercut,val
data/processed/poses/V10.mp4/straight_V10_002943_v000280.npy,0,V10.mp4,2943,11,straight,val
data/processed/poses/V10.mp4/uppercut_V10_002979_v000281.npy,2,V10.mp4,2979,11,uppercut,val
