image_path,label,video_id,frame_index,punch_type,split
data/processed/frames/hook_V1_002249.jpg,1,V1.mp4,2249,hook,val
data/processed/frames/straight_V1_002262.jpg,0,V1.mp4,2262,straight,val
data/processed/frames/straight_V1_002271.jpg,0,V1.mp4,2271,straight,val
data/processed/frames/hook_V1_002283.jpg,1,V1.mp4,2283,hook,val
data/processed/frames/hook_V1_002383.jpg,1,V1.mp4,2383,hook,val
data/processed/frames/straight_V1_002441.jpg,0,V1.mp4,2441,straight,val
data/processed/frames/hook_V1_002485.jpg,1,V1.mp4,2485,hook,val
data/processed/frames/none_V1_002746.jpg,3,V1.mp4,2746,none,val
data/processed/frames/none_V1_002756.jpg,3,V1.mp4,2756,none,val
data/processed/frames/none_V1_002795.jpg,3,V1.mp4,2795,none,val
data/processed/frames/none_V1_002796.jpg,3,V1.mp4,2796,none,val
data/processed/frames/none_V1_002798.jpg,3,V1.mp4,2798,none,val
data/processed/frames/none_V1_002800.jpg,3,V1.mp4,2800,none,val
data/processed/frames/none_V1_002801.jpg,3,V1.mp4,2801,none,val
data/processed/frames/none_V1_002803.jpg,3,V1.mp4,2803,none,val
data/processed/frames/none_V1_002804.jpg,3,V1.mp4,2804,none,val
data/processed/frames/none_V1_002806.jpg,3,V1.mp4,2806,none,val
data/processed/frames/none_V1_002808.jpg,3,V1.mp4,2808,none,val
data/processed/frames/none_V1_002809.jpg,3,V1.mp4,2809,none,val
data/processed/frames/none_V1_002810.jpg,3,V1.mp4,2810,none,val
data/processed/frames/none_V1_002812.jpg,3,V1.mp4,2812,none,val
data/processed/frames/none_V1_002813.jpg,3,V1.mp4,2813,none,val
data/processed/frames/none_V1_002814.jpg,3,V1.mp4,2814,none,val
data/processed/frames/none_V1_002815.jpg,3,V1.mp4,2815,none,val
data/processed/frames/none_V1_002817.jpg,3,V1.mp4,2817,none,val
data/processed/frames/none_V1_002819.jpg,3,V1.mp4,2819,none,val
data/processed/frames/none_V1_002823.jpg,3,V1.mp4,2823,none,val
data/processed/frames/none_V1_002826.jpg,3,V1.mp4,2826,none,val
data/processed/frames/none_V1_002827.jpg,3,V1.mp4,2827,none,val
data/processed/frames/none_V1_002830.jpg,3,V1.mp4,2830,none,val
data/processed/frames/none_V1_002836.jpg,3,V1.mp4,2836,none,val
data/processed/frames/none_V1_002840.jpg,3,V1.mp4,2840,none,val
data/processed/frames/none_V1_002841.jpg,3,V1.mp4,2841,none,val
data/processed/frames/none_V1_002845.jpg,3,V1.mp4,2845,none,val
data/processed/frames/none_V1_002850.jpg,3,V1.mp4,2850,none,val
data/processed/frames/none_V1_002851.jpg,3,V1.mp4,2851,none,val
data/processed/frames/none_V1_002852.jpg,3,V1.mp4,2852,none,val
data/processed/frames/none_V1_002853.jpg,3,V1.mp4,2853,none,val
data/processed/frames/none_V1_002854.jpg,3,V1.mp4,2854,none,val
data/processed/frames/none_V1_002858.jpg,3,V1.mp4,2858,none,val
data/processed/frames/none_V1_002860.jpg,3,V1.mp4,2860,none,val
data/processed/frames/none_V1_002861.jpg,3,V1.mp4,2861,none,val
data/processed/frames/none_V1_002863.jpg,3,V1.mp4,2863,none,val
data/processed/frames/none_V1_002864.jpg,3,V1.mp4,2864,none,val
data/processed/frames/none_V1_002867.jpg,3,V1.mp4,2867,none,val
data/processed/frames/none_V1_002869.jpg,3,V1.mp4,2869,none,val
data/processed/frames/none_V1_002871.jpg,3,V1.mp4,2871,none,val
data/processed/frames/none_V1_002877.jpg,3,V1.mp4,2877,none,val
data/processed/frames/none_V1_002879.jpg,3,V1.mp4,2879,none,val
data/processed/frames/none_V1_002880.jpg,3,V1.mp4,2880,none,val
data/processed/frames/none_V1_002881.jpg,3,V1.mp4,2881,none,val
data/processed/frames/none_V1_002885.jpg,3,V1.mp4,2885,none,val
data/processed/frames/none_V1_002888.jpg,3,V1.mp4,2888,none,val
data/processed/frames/none_V1_002892.jpg,3,V1.mp4,2892,none,val
data/processed/frames/none_V1_002893.jpg,3,V1.mp4,2893,none,val
data/processed/frames/none_V1_002895.jpg,3,V1.mp4,2895,none,val
data/processed/frames/none_V1_002896.jpg,3,V1.mp4,2896,none,val
data/processed/frames/none_V1_002897.jpg,3,V1.mp4,2897,none,val
data/processed/frames/none_V1_002898.jpg,3,V1.mp4,2898,none,val
data/processed/frames/none_V1_002899.jpg,3,V1.mp4,2899,none,val
data/processed/frames/hook_V1_003522.jpg,1,V1.mp4,3522,hook,val
data/processed/frames/straight_V1_003534.jpg,0,V1.mp4,3534,straight,val
data/processed/frames/straight_V1_003542.jpg,0,V1.mp4,3542,straight,val
data/processed/frames/straight_V1_003576.jpg,0,V1.mp4,3576,straight,val
data/processed/frames/hook_V1_003611.jpg,1,V1.mp4,3611,hook,val
data/processed/frames/straight_V1_003631.jpg,0,V1.mp4,3631,straight,val
data/processed/frames/hook_V1_003642.jpg,1,V1.mp4,3642,hook,val
data/processed/frames/hook_V1_003703.jpg,1,V1.mp4,3703,hook,val
data/processed/frames/hook_V1_003735.jpg,1,V1.mp4,3735,hook,val
data/processed/frames/straight_V1_003747.jpg,0,V1.mp4,3747,straight,val
data/processed/frames/straight_V1_003761.jpg,0,V1.mp4,3761,straight,val
data/processed/frames/hook_V1_003830.jpg,1,V1.mp4,3830,hook,val
data/processed/frames/hook_V1_003957.jpg,1,V1.mp4,3957,hook,val
data/processed/frames/straight_V1_003969.jpg,0,V1.mp4,3969,straight,val
data/processed/frames/hook_V1_004021.jpg,1,V1.mp4,4021,hook,val
data/processed/frames/hook_V1_004050.jpg,1,V1.mp4,4050,hook,val
data/processed/frames/hook_V1_004083.jpg,1,V1.mp4,4083,hook,val
data/processed/frames/hook_V1_004115.jpg,1,V1.mp4,4115,hook,val
data/processed/frames/straight_V1_004127.jpg,0,V1.mp4,4127,straight,val
data/processed/frames/hook_V1_004179.jpg,1,V1.mp4,4179,hook,val
data/processed/frames/hook_V1_004243.jpg,1,V1.mp4,4243,hook,val
data/processed/frames/straight_V1_004266.jpg,0,V1.mp4,4266,straight,val
data/processed/frames/straight_V1_004506.jpg,0,V1.mp4,4506,straight,val
data/processed/frames/hook_V1_004513.jpg,1,V1.mp4,4513,hook,val
data/processed/frames/hook_V1_004582.jpg,1,V1.mp4,4582,hook,val
data/processed/frames/hook_V1_004617.jpg,1,V1.mp4,4617,hook,val
data/processed/frames/straight_V1_004633.jpg,0,V1.mp4,4633,straight,val
data/processed/frames/straight_V1_004746.jpg,0,V1.mp4,4746,straight,val
data/processed/frames/straight_V1_004769.jpg,0,V1.mp4,4769,straight,val
data/processed/frames/straight_V1_004786.jpg,0,V1.mp4,4786,straight,val
data/processed/frames/hook_V1_004790.jpg,1,V1.mp4,4790,hook,val
data/processed/frames/straight_V1_004804.jpg,0,V1.mp4,4804,straight,val
data/processed/frames/hook_V1_004824.jpg,1,V1.mp4,4824,hook,val
data/processed/frames/hook_V1_004861.jpg,1,V1.mp4,4861,hook,val
data/processed/frames/straight_V1_004875.jpg,0,V1.mp4,4875,straight,val
data/processed/frames/straight_V1_004886.jpg,0,V1.mp4,4886,straight,val
data/processed/frames/hook_V1_004896.jpg,1,V1.mp4,4896,hook,val
data/processed/frames/hook_V1_006056.jpg,1,V1.mp4,6056,hook,val
data/processed/frames/straight_V1_006068.jpg,0,V1.mp4,6068,straight,val
data/processed/frames/hook_V1_006085.jpg,1,V1.mp4,6085,hook,val
data/processed/frames/hook_V1_006113.jpg,1,V1.mp4,6113,hook,val
data/processed/frames/hook_V1_006243.jpg,1,V1.mp4,6243,hook,val
data/processed/frames/straight_V1_006255.jpg,0,V1.mp4,6255,straight,val
data/processed/frames/straight_V1_006289.jpg,0,V1.mp4,6289,straight,val
data/processed/frames/hook_V1_006298.jpg,1,V1.mp4,6298,hook,val
data/processed/frames/hook_V1_006325.jpg,1,V1.mp4,6325,hook,val
data/processed/frames/straight_V1_006372.jpg,0,V1.mp4,6372,straight,val
data/processed/frames/straight_V1_006459.jpg,0,V1.mp4,6459,straight,val
data/processed/frames/straight_V1_006510.jpg,0,V1.mp4,6510,straight,val
data/processed/frames/hook_V1_006548.jpg,1,V1.mp4,6548,hook,val
data/processed/frames/straight_V1_006560.jpg,0,V1.mp4,6560,straight,val
data/processed/frames/hook_V1_006577.jpg,1,V1.mp4,6577,hook,val
data/processed/frames/straight_V1_006616.jpg,0,V1.mp4,6616,straight,val
data/processed/frames/straight_V1_006656.jpg,0,V1.mp4,6656,straight,val
data/processed/frames/straight_V1_006741.jpg,0,V1.mp4,6741,straight,val
data/processed/frames/hook_V1_006830.jpg,1,V1.mp4,6830,hook,val
data/processed/frames/straight_V1_006848.jpg,0,V1.mp4,6848,straight,val
data/processed/frames/hook_V1_006915.jpg,1,V1.mp4,6915,hook,val
data/processed/frames/straight_V1_006936.jpg,0,V1.mp4,6936,straight,val
data/processed/frames/hook_V1_006944.jpg,1,V1.mp4,6944,hook,val
data/processed/frames/straight_V1_007076.jpg,0,V1.mp4,7076,straight,val
data/processed/frames/straight_V1_007148.jpg,0,V1.mp4,7148,straight,val
data/processed/frames/straight_V1_007211.jpg,0,V1.mp4,7211,straight,val
data/processed/frames/straight_V1_007254.jpg,0,V1.mp4,7254,straight,val
data/processed/frames/straight_V1_007284.jpg,0,V1.mp4,7284,straight,val
data/processed/frames/straight_V1_007323.jpg,0,V1.mp4,7323,straight,val
data/processed/frames/hook_V1_007518.jpg,1,V1.mp4,7518,hook,val
data/processed/frames/none_V1_007530.jpg,3,V1.mp4,7530,none,val
data/processed/frames/none_V1_007531.jpg,3,V1.mp4,7531,none,val
data/processed/frames/none_V1_007532.jpg,3,V1.mp4,7532,none,val
data/processed/frames/none_V1_007533.jpg,3,V1.mp4,7533,none,val
data/processed/frames/none_V1_007537.jpg,3,V1.mp4,7537,none,val
data/processed/frames/none_V1_007538.jpg,3,V1.mp4,7538,none,val
data/processed/frames/none_V1_007539.jpg,3,V1.mp4,7539,none,val
data/processed/frames/none_V1_007540.jpg,3,V1.mp4,7540,none,val
data/processed/frames/none_V1_007545.jpg,3,V1.mp4,7545,none,val
data/processed/frames/none_V1_007689.jpg,3,V1.mp4,7689,none,val
data/processed/frames/none_V1_007690.jpg,3,V1.mp4,7690,none,val
data/processed/frames/none_V1_007693.jpg,3,V1.mp4,7693,none,val
data/processed/frames/none_V1_007695.jpg,3,V1.mp4,7695,none,val
data/processed/frames/none_V1_007696.jpg,3,V1.mp4,7696,none,val
data/processed/frames/none_V1_007697.jpg,3,V1.mp4,7697,none,val
data/processed/frames/none_V1_007700.jpg,3,V1.mp4,7700,none,val
data/processed/frames/none_V1_007701.jpg,3,V1.mp4,7701,none,val
data/processed/frames/none_V1_007703.jpg,3,V1.mp4,7703,none,val
data/processed/frames/none_V1_007736.jpg,3,V1.mp4,7736,none,val
data/processed/frames/none_V1_007738.jpg,3,V1.mp4,7738,none,val
data/processed/frames/none_V1_007740.jpg,3,V1.mp4,7740,none,val
data/processed/frames/none_V1_007740.jpg,3,V1.mp4,7740,none,val
data/processed/frames/none_V1_007743.jpg,3,V1.mp4,7743,none,val
data/processed/frames/none_V1_007746.jpg,3,V1.mp4,7746,none,val
data/processed/frames/none_V1_007748.jpg,3,V1.mp4,7748,none,val
data/processed/frames/none_V1_007748.jpg,3,V1.mp4,7748,none,val
data/processed/frames/none_V1_007779.jpg,3,V1.mp4,7779,none,val
data/processed/frames/none_V1_007781.jpg,3,V1.mp4,7781,none,val
data/processed/frames/none_V1_007784.jpg,3,V1.mp4,7784,none,val
data/processed/frames/none_V1_007785.jpg,3,V1.mp4,7785,none,val
data/processed/frames/none_V1_008116.jpg,3,V1.mp4,8116,none,val
data/processed/frames/none_V1_008120.jpg,3,V1.mp4,8120,none,val
data/processed/frames/none_V1_008121.jpg,3,V1.mp4,8121,none,val
data/processed/frames/none_V1_008122.jpg,3,V1.mp4,8122,none,val
data/processed/frames/straight_V1_009030.jpg,0,V1.mp4,9030,straight,val
data/processed/frames/straight_V1_009315.jpg,0,V1.mp4,9315,straight,val
data/processed/frames/straight_V1_009503.jpg,0,V1.mp4,9503,straight,val
data/processed/frames/straight_V1_009541.jpg,0,V1.mp4,9541,straight,val
data/processed/frames/straight_V1_009767.jpg,0,V1.mp4,9767,straight,val
data/processed/frames/straight_V1_009794.jpg,0,V1.mp4,9794,straight,val
data/processed/frames/straight_V1_009833.jpg,0,V1.mp4,9833,straight,val
data/processed/frames/straight_V1_009964.jpg,0,V1.mp4,9964,straight,val
data/processed/frames/straight_V1_010071.jpg,0,V1.mp4,10071,straight,val
data/processed/frames/straight_V1_010083.jpg,0,V1.mp4,10083,straight,val
data/processed/frames/straight_V1_010109.jpg,0,V1.mp4,10109,straight,val
data/processed/frames/straight_V1_010149.jpg,0,V1.mp4,10149,straight,val
data/processed/frames/straight_V1_010303.jpg,0,V1.mp4,10303,straight,val
data/processed/frames/straight_V1_010316.jpg,0,V1.mp4,10316,straight,val
data/processed/frames/none_V1_010474.jpg,3,V1.mp4,10474,none,val
data/processed/frames/none_V1_010481.jpg,3,V1.mp4,10481,none,val
data/processed/frames/none_V1_010484.jpg,3,V1.mp4,10484,none,val
data/processed/frames/none_V1_010486.jpg,3,V1.mp4,10486,none,val
data/processed/frames/none_V1_010487.jpg,3,V1.mp4,10487,none,val
data/processed/frames/none_V1_010489.jpg,3,V1.mp4,10489,none,val
data/processed/frames/none_V1_010682.jpg,3,V1.mp4,10682,none,val
data/processed/frames/none_V1_010683.jpg,3,V1.mp4,10683,none,val
data/processed/frames/none_V1_010689.jpg,3,V1.mp4,10689,none,val
data/processed/frames/none_V1_010691.jpg,3,V1.mp4,10691,none,val
data/processed/frames/none_V1_010692.jpg,3,V1.mp4,10692,none,val
data/processed/frames/none_V1_010694.jpg,3,V1.mp4,10694,none,val
data/processed/frames/none_V1_010695.jpg,3,V1.mp4,10695,none,val
data/processed/frames/none_V1_010696.jpg,3,V1.mp4,10696,none,val
data/processed/frames/none_V1_010697.jpg,3,V1.mp4,10697,none,val
data/processed/frames/hook_V1_010718.jpg,1,V1.mp4,10718,hook,val
data/processed/frames/straight_V1_010863.jpg,0,V1.mp4,10863,straight,val
data/processed/frames/hook_V1_010913.jpg,1,V1.mp4,10913,hook,val
data/processed/frames/straight_V1_011009.jpg,0,V1.mp4,11009,straight,val
data/processed/frames/hook_V1_011274.jpg,1,V1.mp4,11274,hook,val
data/processed/frames/hook_V1_011280.jpg,1,V1.mp4,11280,hook,val
data/processed/frames/hook_V1_011281.jpg,1,V1.mp4,11281,hook,val
data/processed/frames/hook_V1_011282.jpg,1,V1.mp4,11282,hook,val
data/processed/frames/hook_V1_011288.jpg,1,V1.mp4,11288,hook,val
data/processed/frames/hook_V1_011290.jpg,1,V1.mp4,11290,hook,val
data/processed/frames/hook_V1_011292.jpg,1,V1.mp4,11292,hook,val
data/processed/frames/hook_V1_011294.jpg,1,V1.mp4,11294,hook,val
data/processed/frames/hook_V1_011296.jpg,1,V1.mp4,11296,hook,val
data/processed/frames/hook_V1_011297.jpg,1,V1.mp4,11297,hook,val
data/processed/frames/hook_V1_011301.jpg,1,V1.mp4,11301,hook,val
data/processed/frames/none_V1_011307.jpg,3,V1.mp4,11307,none,val
data/processed/frames/none_V1_011308.jpg,3,V1.mp4,11308,none,val
data/processed/frames/none_V1_011312.jpg,3,V1.mp4,11312,none,val
data/processed/frames/none_V1_011314.jpg,3,V1.mp4,11314,none,val
data/processed/frames/none_V1_011316.jpg,3,V1.mp4,11316,none,val
data/processed/frames/none_V1_011317.jpg,3,V1.mp4,11317,none,val
data/processed/frames/none_V1_011319.jpg,3,V1.mp4,11319,none,val
data/processed/frames/none_V1_011320.jpg,3,V1.mp4,11320,none,val
data/processed/frames/none_V1_011321.jpg,3,V1.mp4,11321,none,val
data/processed/frames/none_V1_011323.jpg,3,V1.mp4,11323,none,val
data/processed/frames/none_V1_011324.jpg,3,V1.mp4,11324,none,val
data/processed/frames/none_V1_011328.jpg,3,V1.mp4,11328,none,val
data/processed/frames/none_V1_011330.jpg,3,V1.mp4,11330,none,val
data/processed/frames/straight_V10_000023.jpg,0,V10.mp4,23,straight,train
data/processed/frames/hook_V10_000042.jpg,1,V10.mp4,42,hook,train
data/processed/frames/straight_V10_000742.jpg,0,V10.mp4,742,straight,train
data/processed/frames/uppercut_V10_000781.jpg,2,V10.mp4,781,uppercut,train
data/processed/frames/uppercut_V10_000883.jpg,2,V10.mp4,883,uppercut,train
data/processed/frames/straight_V10_000966.jpg,0,V10.mp4,966,straight,train
data/processed/frames/uppercut_V10_000998.jpg,2,V10.mp4,998,uppercut,train
data/processed/frames/straight_V10_001057.jpg,0,V10.mp4,1057,straight,train
data/processed/frames/hook_V10_001070.jpg,1,V10.mp4,1070,hook,train
data/processed/frames/uppercut_V10_001089.jpg,2,V10.mp4,1089,uppercut,train
data/processed/frames/straight_V10_001143.jpg,0,V10.mp4,1143,straight,train
data/processed/frames/hook_V10_001165.jpg,1,V10.mp4,1165,hook,train
data/processed/frames/uppercut_V10_001184.jpg,2,V10.mp4,1184,uppercut,train
data/processed/frames/straight_V10_001338.jpg,0,V10.mp4,1338,straight,train
data/processed/frames/uppercut_V10_001378.jpg,2,V10.mp4,1378,uppercut,train
data/processed/frames/uppercut_V10_001408.jpg,2,V10.mp4,1408,uppercut,train
data/processed/frames/straight_V10_001460.jpg,0,V10.mp4,1460,straight,train
data/processed/frames/uppercut_V10_001504.jpg,2,V10.mp4,1504,uppercut,train
data/processed/frames/straight_V10_001568.jpg,0,V10.mp4,1568,straight,train
data/processed/frames/straight_V10_001579.jpg,0,V10.mp4,1579,straight,train
data/processed/frames/uppercut_V10_001623.jpg,2,V10.mp4,1623,uppercut,train
data/processed/frames/uppercut_V10_001691.jpg,2,V10.mp4,1691,uppercut,train
data/processed/frames/uppercut_V10_001716.jpg,2,V10.mp4,1716,uppercut,train
data/processed/frames/straight_V10_001791.jpg,0,V10.mp4,1791,straight,train
data/processed/frames/hook_V10_001824.jpg,1,V10.mp4,1824,hook,train
data/processed/frames/uppercut_V10_001849.jpg,2,V10.mp4,1849,uppercut,train
data/processed/frames/uppercut_V10_001875.jpg,2,V10.mp4,1875,uppercut,train
data/processed/frames/straight_V10_001920.jpg,0,V10.mp4,1920,straight,train
data/processed/frames/straight_V10_001959.jpg,0,V10.mp4,1959,straight,train
data/processed/frames/hook_V10_001973.jpg,1,V10.mp4,1973,hook,train
data/processed/frames/uppercut_V10_001996.jpg,2,V10.mp4,1996,uppercut,train
data/processed/frames/uppercut_V10_002030.jpg,2,V10.mp4,2030,uppercut,train
data/processed/frames/straight_V10_002123.jpg,0,V10.mp4,2123,straight,train
data/processed/frames/hook_V10_002139.jpg,1,V10.mp4,2139,hook,train
data/processed/frames/uppercut_V10_002161.jpg,2,V10.mp4,2161,uppercut,train
data/processed/frames/straight_V10_002249.jpg,0,V10.mp4,2249,straight,train
data/processed/frames/straight_V10_002279.jpg,0,V10.mp4,2279,straight,train
data/processed/frames/hook_V10_002300.jpg,1,V10.mp4,2300,hook,train
data/processed/frames/uppercut_V10_002322.jpg,2,V10.mp4,2322,uppercut,train
data/processed/frames/uppercut_V10_002467.jpg,2,V10.mp4,2467,uppercut,train
data/processed/frames/straight_V10_002494.jpg,0,V10.mp4,2494,straight,train
data/processed/frames/straight_V10_002504.jpg,0,V10.mp4,2504,straight,train
data/processed/frames/straight_V10_002563.jpg,0,V10.mp4,2563,straight,train
data/processed/frames/uppercut_V10_002598.jpg,2,V10.mp4,2598,uppercut,train
data/processed/frames/hook_V10_002696.jpg,1,V10.mp4,2696,hook,train
data/processed/frames/uppercut_V10_002718.jpg,2,V10.mp4,2718,uppercut,train
data/processed/frames/uppercut_V10_002751.jpg,2,V10.mp4,2751,uppercut,train
data/processed/frames/straight_V10_002801.jpg,0,V10.mp4,2801,straight,train
data/processed/frames/straight_V10_002819.jpg,0,V10.mp4,2819,straight,train
data/processed/frames/hook_V10_002839.jpg,1,V10.mp4,2839,hook,train
data/processed/frames/uppercut_V10_002860.jpg,2,V10.mp4,2860,uppercut,train
data/processed/frames/straight_V10_002943.jpg,0,V10.mp4,2943,straight,train
data/processed/frames/uppercut_V10_002979.jpg,2,V10.mp4,2979,uppercut,train
data/processed/frames/straight_V10_003055.jpg,0,V10.mp4,3055,straight,train
